,Total energy consumption (Billion Btu),State
2003  ,1881794,Kentucky
2004  ,1955743,Kentucky
2005  ,1982425,Kentucky
2006  ,1972915,Kentucky
2007  ,2042892,Kentucky
2008  ,2007289,Kentucky
2009  ,1929512,Kentucky
2010  ,1992820,Kentucky
2011  ,1919165,Kentucky
2012  ,1880013,Kentucky
2013  ,1823656,Kentucky
2014  ,1772850,Kentucky
2015  ,1729122,Kentucky
2016  ,1704752,Kentucky
2017  ,1659099,Kentucky
1960  ,1502163,Louisiana
1961  ,1564830,Louisiana
1962  ,1580187,Louisiana
1963  ,1747248,Louisiana
1964  ,1866221,Louisiana
1965  ,1832996,Louisiana
1966  ,1973892,Louisiana
1967  ,2236542,Louisiana
1968  ,2422111,Louisiana
1969  ,2701453,Louisiana
1970  ,2836864,Louisiana
1971  ,2897554,Louisiana
1972  ,3083286,Louisiana
1973  ,3317510,Louisiana
1974  ,3408243,Louisiana
1975  ,3107626,Louisiana
1976  ,3535790,Louisiana
1977  ,3936486,Louisiana
1978  ,4095231,Louisiana
1979  ,4044689,Louisiana
1980  ,3908929,Louisiana
1981  ,3961906,Louisiana
1982  ,3637354,Louisiana
1983  ,3431465,Louisiana
1984  ,3575817,Louisiana
1985  ,3340207,Louisiana
1986  ,3500802,Louisiana
1987  ,3564236,Louisiana
1988  ,3601826,Louisiana
1989  ,3759315,Louisiana
1990  ,3853208,Louisiana
1991  ,3841451,Louisiana
1992  ,3960443,Louisiana
1993  ,4027617,Louisiana
1994  ,4162529,Louisiana
1995  ,4202218,Louisiana
1996  ,4381101,Louisiana
1997  ,4491357,Louisiana
1998  ,4222082,Louisiana
1999  ,4218619,Louisiana
2000  ,4537417,Louisiana
2001  ,4005733,Louisiana
2002  ,4140006,Louisiana
2003  ,3984517,Louisiana
2004  ,4187227,Louisiana
2005  ,4027364,Louisiana
2006  ,4230833,Louisiana
2007  ,4285426,Louisiana
2008  ,4227037,Louisiana
2009  ,4035477,Louisiana
2010  ,4211853,Louisiana
2011  ,4207288,Louisiana
2012  ,4069884,Louisiana
2013  ,3994187,Louisiana
2014  ,4031437,Louisiana
2015  ,4043655,Louisiana
2016  ,4159794,Louisiana
2017  ,4460103,Louisiana
1960  ,1054127,Massachusetts
1961  ,1079950,Massachusetts
1962  ,1111915,Massachusetts
1963  ,1083270,Massachusetts
1964  ,1119625,Massachusetts
1965  ,1245258,Massachusetts
1966  ,1247984,Massachusetts
1967  ,1326492,Massachusetts
1968  ,1373613,Massachusetts
1969  ,1402415,Massachusetts
1970  ,1464384,Massachusetts
1971  ,1493798,Massachusetts
1972  ,1546466,Massachusetts
1973  ,1581551,Massachusetts
1974  ,1475055,Massachusetts
1975  ,1420313,Massachusetts
1976  ,1499176,Massachusetts
1977  ,1486580,Massachusetts
1978  ,1471615,Massachusetts
1979  ,1308451,Massachusetts
1980  ,1246693,Massachusetts
1981  ,1215717,Massachusetts
1982  ,1234902,Massachusetts
1983  ,1231961,Massachusetts
1984  ,1292240,Massachusetts
1985  ,1313664,Massachusetts
1986  ,1383264,Massachusetts
1987  ,1404906,Massachusetts
1988  ,1427362,Massachusetts
1989  ,1459706,Massachusetts
1990  ,1406735,Massachusetts
1991  ,1365807,Massachusetts
1992  ,1432260,Massachusetts
1993  ,1435468,Massachusetts
1994  ,1439775,Massachusetts
1995  ,1423819,Massachusetts
1996  ,1449314,Massachusetts
1997  ,1442673,Massachusetts
1998  ,1422363,Massachusetts
1999  ,1469085,Massachusetts
2000  ,1520958,Massachusetts
2001  ,1516969,Massachusetts
2002  ,1532886,Massachusetts
2003  ,1497920,Massachusetts
2004  ,1497446,Massachusetts
2005  ,1491182,Massachusetts
2006  ,1419728,Massachusetts
2007  ,1457967,Massachusetts
2008  ,1435846,Massachusetts
2009  ,1375617,Massachusetts
2010  ,1419173,Massachusetts
2011  ,1400310,Massachusetts
2012  ,1364041,Massachusetts
2013  ,1428266,Massachusetts
2014  ,1433810,Massachusetts
2015  ,1449186,Massachusetts
2016  ,1421151,Massachusetts
2017  ,1423860,Massachusetts
1960  ,697260,Maryland
1961  ,699934,Maryland
1962  ,748394,Maryland
1963  ,775284,Maryland
1964  ,823757,Maryland
1965  ,859906,Maryland
1966  ,900300,Maryland
1967  ,915531,Maryland
1968  ,968996,Maryland
1969  ,1023972,Maryland
1970  ,1067972,Maryland
1971  ,1104522,Maryland
1972  ,1122760,Maryland
1973  ,1214593,Maryland
1974  ,1123057,Maryland
1975  ,1069386,Maryland
1976  ,1148110,Maryland
1977  ,1129827,Maryland
1978  ,1154687,Maryland
1979  ,1219177,Maryland
1980  ,1156510,Maryland
1981  ,1140938,Maryland
1982  ,1102129,Maryland
1983  ,1120386,Maryland
1984  ,1192374,Maryland
1985  ,1160048,Maryland
1986  ,1182435,Maryland
1987  ,1249115,Maryland
1988  ,1288359,Maryland
1989  ,1320439,Maryland
1990  ,1268899,Maryland
1991  ,1265252,Maryland
1992  ,1253052,Maryland
1993  ,1300726,Maryland
1994  ,1308886,Maryland
1995  ,1325478,Maryland
1996  ,1364479,Maryland
1997  ,1362168,Maryland
1998  ,1365626,Maryland
1999  ,1403954,Maryland
2000  ,1442911,Maryland
2001  ,1433507,Maryland
2002  ,1518868,Maryland
2003  ,1568832,Maryland
2004  ,1551347,Maryland
2005  ,1579051,Maryland
2006  ,1470967,Maryland
2007  ,1505828,Maryland
2008  ,1466629,Maryland
2009  ,1455418,Maryland
2010  ,1467052,Maryland
2011  ,1411383,Maryland
2012  ,1368473,Maryland
2013  ,1393684,Maryland
2014  ,1398840,Maryland
2015  ,1395929,Maryland
2016  ,1355805,Maryland
2017  ,1314980,Maryland
1960  ,232332,Maine
1961  ,244897,Maine
1962  ,237907,Maine
1963  ,241423,Maine
1964  ,242725,Maine
1965  ,232176,Maine
1966  ,244258,Maine
1967  ,256811,Maine
1968  ,271194,Maine
1969  ,288283,Maine
1970  ,302380,Maine
1971  ,353571,Maine
1972  ,380418,Maine
1973  ,378940,Maine
1974  ,354413,Maine
1975  ,324651,Maine
1976  ,380599,Maine
1977  ,396866,Maine
1978  ,384636,Maine
1979  ,363580,Maine
1980  ,381550,Maine
1981  ,380501,Maine
1982  ,426436,Maine
1983  ,391587,Maine
1984  ,418276,Maine
1985  ,423461,Maine
1986  ,444354,Maine
1987  ,433183,Maine
1988  ,484767,Maine
1989  ,478996,Maine
1990  ,457234,Maine
1991  ,460089,Maine
1992  ,480096,Maine
1993  ,484742,Maine
1994  ,485845,Maine
1995  ,466077,Maine
1996  ,481292,Maine
1997  ,482984,Maine
1998  ,453483,Maine
1999  ,454170,Maine
2000  ,490040,Maine
2001  ,444967,Maine
2002  ,446209,Maine
2003  ,450107,Maine
2004  ,461995,Maine
2005  ,458727,Maine
2006  ,450725,Maine
2007  ,450244,Maine
2008  ,455297,Maine
2009  ,413099,Maine
2010  ,421949,Maine
2011  ,420744,Maine
2012  ,404426,Maine
2013  ,415649,Maine
2014  ,416969,Maine
2015  ,426165,Maine
2016  ,395479,Maine
2017  ,392011,Maine
1960  ,1851644,Michigan
1961  ,1876674,Michigan
1962  ,1985156,Michigan
1963  ,2072621,Michigan
1964  ,2140394,Michigan
1965  ,2278302,Michigan
1966  ,2430278,Michigan
1967  ,2490875,Michigan
1968  ,2627315,Michigan
1969  ,2734264,Michigan
1970  ,2702538,Michigan
1971  ,2798196,Michigan
1972  ,2970324,Michigan
1973  ,3060405,Michigan
1974  ,2916310,Michigan
1975  ,2865742,Michigan
1976  ,2983999,Michigan
1977  ,2873174,Michigan
1978  ,2942354,Michigan
1979  ,2923445,Michigan
1980  ,2824417,Michigan
1981  ,2673062,Michigan
1982  ,2525049,Michigan
1983  ,2521430,Michigan
1984  ,2597220,Michigan
1985  ,2634458,Michigan
1986  ,2651892,Michigan
1987  ,2639558,Michigan
1988  ,2812015,Michigan
1989  ,2845535,Michigan
1990  ,2873329,Michigan
1991  ,2806614,Michigan
1992  ,2854945,Michigan
1993  ,2851029,Michigan
1994  ,2871612,Michigan
1995  ,2997508,Michigan
1996  ,3098656,Michigan
1997  ,3098949,Michigan
1998  ,3036610,Michigan
1999  ,3201410,Michigan
2000  ,3200039,Michigan
2001  ,3082678,Michigan
2002  ,3138618,Michigan
2003  ,3178592,Michigan
2004  ,3142544,Michigan
2005  ,3194370,Michigan
2006  ,3025532,Michigan
2007  ,3021665,Michigan
2008  ,2914785,Michigan
2009  ,2690299,Michigan
2010  ,2751881,Michigan
2011  ,2786792,Michigan
2012  ,2687014,Michigan
2013  ,2836296,Michigan
2014  ,2882468,Michigan
2015  ,2792587,Michigan
2016  ,2770119,Michigan
2017  ,2774458,Michigan
1960  ,723031,Minnesota
1961  ,728237,Minnesota
1962  ,766680,Minnesota
1963  ,775637,Minnesota
1964  ,816048,Minnesota
1965  ,865284,Minnesota
1966  ,922187,Minnesota
1967  ,929413,Minnesota
1968  ,991475,Minnesota
1969  ,1081915,Minnesota
1970  ,1107892,Minnesota
1971  ,1148516,Minnesota
1972  ,1209799,Minnesota
1973  ,1257708,Minnesota
1974  ,1237566,Minnesota
1975  ,1246041,Minnesota
1976  ,1293627,Minnesota
1977  ,1257346,Minnesota
1978  ,1350594,Minnesota
1979  ,1350455,Minnesota
1980  ,1224226,Minnesota
1981  ,1176563,Minnesota
1982  ,1187287,Minnesota
1983  ,1190390,Minnesota
1984  ,1251746,Minnesota
1985  ,1258254,Minnesota
1986  ,1245900,Minnesota
1987  ,1251390,Minnesota
1988  ,1355217,Minnesota
1989  ,1392696,Minnesota
1990  ,1400741,Minnesota
1991  ,1427437,Minnesota
1992  ,1441091,Minnesota
1993  ,1487515,Minnesota
1994  ,1523934,Minnesota
1995  ,1608278,Minnesota
1996  ,1679242,Minnesota
1997  ,1648802,Minnesota
1998  ,1625618,Minnesota
1999  ,1698834,Minnesota
2000  ,1749574,Minnesota
2001  ,1721114,Minnesota
2002  ,1785370,Minnesota
2003  ,1864039,Minnesota
2004  ,1864114,Minnesota
2005  ,1858201,Minnesota
2006  ,1831839,Minnesota
2007  ,1894178,Minnesota
2008  ,1911214,Minnesota
2009  ,1786157,Minnesota
2010  ,1863145,Minnesota
2011  ,1856980,Minnesota
2012  ,1826122,Minnesota
2013  ,1867869,Minnesota
2014  ,1923401,Minnesota
2015  ,1790246,Minnesota
2016  ,1812904,Minnesota
2017  ,1834246,Minnesota
1960  ,899857,Missouri
1961  ,898673,Missouri
1962  ,939806,Missouri
1963  ,954239,Missouri
1964  ,989314,Missouri
1965  ,1043038,Missouri
1966  ,1102147,Missouri
1967  ,1132505,Missouri
1968  ,1211237,Missouri
1969  ,1265602,Missouri
1970  ,1309269,Missouri
1971  ,1326842,Missouri
1972  ,1383498,Missouri
1973  ,1418725,Missouri
1974  ,1399043,Missouri
1975  ,1412553,Missouri
1976  ,1471585,Missouri
1977  ,1505717,Missouri
1978  ,1556126,Missouri
1979  ,1530220,Missouri
1980  ,1422627,Missouri
1981  ,1364588,Missouri
1982  ,1361929,Missouri
1983  ,1364968,Missouri
1984  ,1382791,Missouri
1985  ,1405803,Missouri
1986  ,1407765,Missouri
1987  ,1430886,Missouri
1988  ,1500220,Missouri
1989  ,1511766,Missouri
1990  ,1483468,Missouri
1991  ,1517029,Missouri
1992  ,1507429,Missouri
1993  ,1618739,Missouri
1994  ,1630375,Missouri
1995  ,1687615,Missouri
1996  ,1773784,Missouri
1997  ,1770667,Missouri
1998  ,1815633,Missouri
1999  ,1855308,Missouri
2000  ,1795642,Missouri
2001  ,1829456,Missouri
2002  ,1843663,Missouri
2003  ,1849830,Missouri
2004  ,1860748,Missouri
2005  ,1948785,Missouri
2006  ,1932594,Missouri
2007  ,1984434,Missouri
2008  ,1948066,Missouri
2009  ,1842783,Missouri
2010  ,1914840,Missouri
2011  ,1858946,Missouri
2012  ,1780990,Missouri
2013  ,1845175,Missouri
2014  ,1906051,Missouri
2015  ,1822804,Missouri
2016  ,1766707,Missouri
2017  ,1726241,Missouri
1960  ,404939,Mississippi
1961  ,411387,Mississippi
1962  ,438300,Mississippi
1963  ,473278,Mississippi
1964  ,513324,Mississippi
1965  ,511644,Mississippi
1966  ,566410,Mississippi
1967  ,579960,Mississippi
1968  ,645521,Mississippi
1969  ,684793,Mississippi
1970  ,746912,Mississippi
1971  ,786107,Mississippi
1972  ,830744,Mississippi
1973  ,847974,Mississippi
1974  ,817314,Mississippi
1975  ,771990,Mississippi
1976  ,778923,Mississippi
1977  ,819170,Mississippi
1978  ,849268,Mississippi
1979  ,877571,Mississippi
1980  ,833876,Mississippi
1981  ,817881,Mississippi
1982  ,814290,Mississippi
1983  ,819939,Mississippi
1984  ,858698,Mississippi
1985  ,837167,Mississippi
1986  ,846367,Mississippi
1987  ,868802,Mississippi
1988  ,917601,Mississippi
1989  ,959292,Mississippi
1990  ,1028502,Mississippi
1991  ,1054459,Mississippi
1992  ,1079176,Mississippi
1993  ,1087525,Mississippi
1994  ,1100904,Mississippi
1995  ,1128160,Mississippi
1996  ,1153880,Mississippi
1997  ,1152892,Mississippi
1998  ,1144864,Mississippi
1999  ,1239366,Mississippi
2000  ,1246924,Mississippi
2001  ,1134614,Mississippi
2002  ,1176881,Mississippi
2003  ,1209214,Mississippi
2004  ,1212299,Mississippi
2005  ,1168021,Mississippi
2006  ,1212371,Mississippi
2007  ,1224582,Mississippi
2008  ,1165694,Mississippi
2009  ,1111692,Mississippi
2010  ,1179995,Mississippi
2011  ,1157923,Mississippi
2012  ,1144777,Mississippi
2013  ,1139932,Mississippi
2014  ,1159665,Mississippi
2015  ,1138118,Mississippi
2016  ,1162220,Mississippi
2017  ,1177768,Mississippi
1960  ,227460,Montana
1961  ,241691,Montana
1962  ,248275,Montana
1963  ,252510,Montana
1964  ,263813,Montana
1965  ,258824,Montana
1966  ,275598,Montana
1967  ,260368,Montana
1968  ,280467,Montana
1969  ,314298,Montana
1970  ,322784,Montana
1971  ,333934,Montana
1972  ,342383,Montana
1973  ,347660,Montana
