,Total Renewable Energy production (Billion Btu),State
1974  ,180418,Tennessee
1975  ,177299,Tennessee
1976  ,160069,Tennessee
1977  ,176225,Tennessee
1978  ,163042,Tennessee
1979  ,207250,Tennessee
1980  ,160372,Tennessee
1981  ,136647,Tennessee
1982  ,184404,Tennessee
1983  ,190439,Tennessee
1984  ,203804,Tennessee
1985  ,167034,Tennessee
1986  ,156686,Tennessee
1987  ,175575,Tennessee
1988  ,149034,Tennessee
1989  ,205580,Tennessee
1990  ,165785,Tennessee
1991  ,180359,Tennessee
1992  ,170092,Tennessee
1993  ,153217,Tennessee
1994  ,186212,Tennessee
1995  ,165142,Tennessee
1996  ,176855,Tennessee
1997  ,164091,Tennessee
1998  ,161573,Tennessee
1999  ,134427,Tennessee
2000  ,123662,Tennessee
2001  ,142349,Tennessee
2002  ,153221,Tennessee
2003  ,190000,Tennessee
2004  ,185184,Tennessee
2005  ,167074,Tennessee
2006  ,143514,Tennessee
2007  ,115271,Tennessee
2008  ,133932,Tennessee
2009  ,179058,Tennessee
2010  ,168470,Tennessee
2011  ,184654,Tennessee
2012  ,173097,Tennessee
2013  ,216816,Tennessee
2014  ,186218,Tennessee
2015  ,189204,Tennessee
2016  ,159629,Tennessee
2017  ,176274,Tennessee
1960  ,50155,Texas
1961  ,52023,Texas
1962  ,47721,Texas
1963  ,42718,Texas
1964  ,43884,Texas
1965  ,48967,Texas
1966  ,51980,Texas
1967  ,49944,Texas
1968  ,62939,Texas
1969  ,64351,Texas
1970  ,62757,Texas
1971  ,60471,Texas
1972  ,67560,Texas
1973  ,78102,Texas
1974  ,76691,Texas
1975  ,75872,Texas
1976  ,75965,Texas
1977  ,82566,Texas
1978  ,84175,Texas
1979  ,89721,Texas
1980  ,65819,Texas
1981  ,70520,Texas
1982  ,80452,Texas
1983  ,75817,Texas
1984  ,87064,Texas
1985  ,93532,Texas
1986  ,110360,Texas
1987  ,116905,Texas
1988  ,108936,Texas
1989  ,125459,Texas
1990  ,115294,Texas
1991  ,120330,Texas
1992  ,133852,Texas
1993  ,117228,Texas
1994  ,114097,Texas
1995  ,117889,Texas
1996  ,110535,Texas
1997  ,122666,Texas
1998  ,110071,Texas
1999  ,93994,Texas
2000  ,96071,Texas
2001  ,96535,Texas
2002  ,121028,Texas
2003  ,115457,Texas
2004  ,120813,Texas
2005  ,137517,Texas
2006  ,152232,Texas
2007  ,191764,Texas
2008  ,298470,Texas
2009  ,295329,Texas
2010  ,392977,Texas
2011  ,440763,Texas
2012  ,452930,Texas
2013  ,476268,Texas
2014  ,529818,Texas
2015  ,567922,Texas
2016  ,691225,Texas
2017  ,786173,Texas
1960  ,5494,Utah
1961  ,4591,Utah
1962  ,6192,Utah
1963  ,5699,Utah
1964  ,10151,Utah
1965  ,11501,Utah
1966  ,10173,Utah
1967  ,13266,Utah
1968  ,12791,Utah
1969  ,13957,Utah
1970  ,10079,Utah
1971  ,12615,Utah
1972  ,15234,Utah
1973  ,14683,Utah
1974  ,12440,Utah
1975  ,14074,Utah
1976  ,14974,Utah
1977  ,11709,Utah
1978  ,12093,Utah
1979  ,13634,Utah
1980  ,13025,Utah
1981  ,12388,Utah
1982  ,16757,Utah
1983  ,21168,Utah
1984  ,21624,Utah
1985  ,18680,Utah
1986  ,22999,Utah
1987  ,14262,Utah
1988  ,11778,Utah
1989  ,11676,Utah
1990  ,10774,Utah
1991  ,12553,Utah
1992  ,12378,Utah
1993  ,14575,Utah
1994  ,13808,Utah
1995  ,15540,Utah
1996  ,17160,Utah
1997  ,20402,Utah
1998  ,19503,Utah
1999  ,20361,Utah
2000  ,15405,Utah
2001  ,10816,Utah
2002  ,10879,Utah
2003  ,10252,Utah
2004  ,10581,Utah
2005  ,13607,Utah
2006  ,13202,Utah
2007  ,11031,Utah
2008  ,13953,Utah
2009  ,15951,Utah
2010  ,17678,Utah
2011  ,24387,Utah
2012  ,20555,Utah
2013  ,17050,Utah
2014  ,21559,Utah
2015  ,23983,Utah
2016  ,36584,Utah
2017  ,53343,Utah
1960  ,69706,Virginia
1961  ,66456,Virginia
1962  ,67678,Virginia
1963  ,64267,Virginia
1964  ,63580,Virginia
1965  ,63439,Virginia
1966  ,64055,Virginia
1967  ,61774,Virginia
1968  ,63863,Virginia
1969  ,64159,Virginia
1970  ,62711,Virginia
1971  ,66364,Virginia
1972  ,70488,Virginia
1973  ,69214,Virginia
1974  ,66085,Virginia
1975  ,66861,Virginia
1976  ,76045,Virginia
1977  ,73803,Virginia
1978  ,86397,Virginia
1979  ,95181,Virginia
1980  ,85571,Virginia
1981  ,79291,Virginia
1982  ,93492,Virginia
1983  ,95860,Virginia
1984  ,102908,Virginia
1985  ,99955,Virginia
1986  ,83623,Virginia
1987  ,85820,Virginia
1988  ,78435,Virginia
1989  ,96553,Virginia
1990  ,104855,Virginia
1991  ,106699,Virginia
1992  ,110242,Virginia
1993  ,119272,Virginia
1994  ,122634,Virginia
1995  ,126481,Virginia
1996  ,136360,Virginia
1997  ,123587,Virginia
1998  ,123068,Virginia
1999  ,120213,Virginia
2000  ,114065,Virginia
2001  ,92832,Virginia
2002  ,77071,Virginia
2003  ,104204,Virginia
2004  ,110813,Virginia
2005  ,126819,Virginia
2006  ,118780,Virginia
2007  ,116779,Virginia
2008  ,117389,Virginia
2009  ,114854,Virginia
2010  ,110535,Virginia
2011  ,104678,Virginia
2012  ,102113,Virginia
2013  ,117964,Virginia
2014  ,136422,Virginia
2015  ,138276,Virginia
2016  ,139697,Virginia
2017  ,138386,Virginia
1960  ,17339,Vermont
1961  ,15369,Vermont
1962  ,15682,Vermont
1963  ,13995,Vermont
1964  ,13500,Vermont
1965  ,14396,Vermont
1966  ,15557,Vermont
1967  ,15167,Vermont
1968  ,15086,Vermont
1969  ,16109,Vermont
1970  ,14717,Vermont
1971  ,14594,Vermont
1972  ,15955,Vermont
1973  ,17149,Vermont
1974  ,16134,Vermont
1975  ,16361,Vermont
1976  ,19325,Vermont
1977  ,19373,Vermont
1978  ,20504,Vermont
1979  ,22340,Vermont
1980  ,22881,Vermont
1981  ,24825,Vermont
1982  ,22667,Vermont
1983  ,26554,Vermont
1984  ,26036,Vermont
1985  ,26890,Vermont
1986  ,23871,Vermont
1987  ,23132,Vermont
1988  ,21704,Vermont
1989  ,20018,Vermont
1990  ,19484,Vermont
1991  ,17310,Vermont
1992  ,16014,Vermont
1993  ,18238,Vermont
1994  ,19068,Vermont
1995  ,19167,Vermont
1996  ,21867,Vermont
1997  ,19949,Vermont
1998  ,20290,Vermont
1999  ,20800,Vermont
2000  ,21389,Vermont
2001  ,17341,Vermont
2002  ,22714,Vermont
2003  ,24054,Vermont
2004  ,22040,Vermont
2005  ,24325,Vermont
2006  ,27595,Vermont
2007  ,18652,Vermont
2008  ,27030,Vermont
2009  ,31572,Vermont
2010  ,32420,Vermont
2011  ,30555,Vermont
2012  ,26308,Vermont
2013  ,33314,Vermont
2014  ,32831,Vermont
2015  ,38784,Vermont
2016  ,35725,Vermont
2017  ,38044,Vermont
1960  ,428129,Washington
1961  ,455762,Washington
1962  ,476680,Washington
1963  ,514264,Washington
1964  ,557343,Washington
1965  ,581530,Washington
1966  ,617245,Washington
1967  ,678045,Washington
1968  ,736245,Washington
1969  ,772827,Washington
1970  ,796121,Washington
1971  ,817275,Washington
1972  ,854559,Washington
1973  ,783243,Washington
1974  ,926539,Washington
1975  ,935362,Washington
1976  ,1051188,Washington
1977  ,773465,Washington
1978  ,1002202,Washington
1979  ,900631,Washington
1980  ,951633,Washington
1981  ,1074488,Washington
1982  ,1008273,Washington
1983  ,1005126,Washington
1984  ,982001,Washington
1985  ,917722,Washington
1986  ,943292,Washington
1987  ,850801,Washington
1988  ,835492,Washington
1989  ,855589,Washington
1990  ,1004344,Washington
1991  ,1007480,Washington
1992  ,803146,Washington
1993  ,791624,Washington
1994  ,773994,Washington
1995  ,942015,Washington
1996  ,1109139,Washington
1997  ,1158984,Washington
1998  ,901989,Washington
1999  ,1081815,Washington
2000  ,908860,Washington
2001  ,659060,Washington
2002  ,887900,Washington
2003  ,829196,Washington
2004  ,817635,Washington
2005  ,807731,Washington
2006  ,928254,Washington
2007  ,883154,Washington
2008  ,879243,Washington
2009  ,832048,Washington
2010  ,821250,Washington
2011  ,1058845,Washington
2012  ,1016868,Washington
2013  ,921960,Washington
2014  ,934976,Washington
2015  ,865077,Washington
2016  ,922592,Washington
2017  ,942447,Washington
1960  ,64968,Wisconsin
1961  ,60619,Wisconsin
1962  ,61695,Wisconsin
1963  ,55114,Wisconsin
1964  ,54980,Wisconsin
1965  ,61690,Wisconsin
1966  ,60892,Wisconsin
1967  ,61003,Wisconsin
1968  ,65830,Wisconsin
1969  ,62804,Wisconsin
1970  ,58313,Wisconsin
1971  ,61793,Wisconsin
1972  ,65646,Wisconsin
1973  ,67818,Wisconsin
1974  ,65621,Wisconsin
1975  ,66067,Wisconsin
1976  ,69570,Wisconsin
1977  ,74518,Wisconsin
1978  ,90777,Wisconsin
1979  ,92876,Wisconsin
1980  ,187312,Wisconsin
1981  ,196641,Wisconsin
1982  ,195431,Wisconsin
1983  ,217656,Wisconsin
1984  ,215468,Wisconsin
1985  ,217765,Wisconsin
1986  ,161718,Wisconsin
1987  ,152842,Wisconsin
1988  ,157160,Wisconsin
1989  ,123657,Wisconsin
1990  ,102565,Wisconsin
1991  ,108259,Wisconsin
1992  ,108919,Wisconsin
1993  ,104600,Wisconsin
1994  ,106756,Wisconsin
1995  ,111558,Wisconsin
1996  ,123860,Wisconsin
1997  ,123191,Wisconsin
1998  ,108155,Wisconsin
1999  ,114212,Wisconsin
2000  ,113325,Wisconsin
2001  ,121849,Wisconsin
2002  ,101548,Wisconsin
2003  ,115460,Wisconsin
2004  ,108745,Wisconsin
2005  ,144880,Wisconsin
2006  ,144626,Wisconsin
2007  ,148505,Wisconsin
2008  ,176510,Wisconsin
2009  ,170788,Wisconsin
2010  ,207825,Wisconsin
2011  ,205632,Wisconsin
2012  ,195099,Wisconsin
2013  ,203268,Wisconsin
2014  ,213404,Wisconsin
2015  ,215710,Wisconsin
2016  ,216096,Wisconsin
2017  ,215300,Wisconsin
1960  ,23464,West Virginia
1961  ,23666,West Virginia
1962  ,23755,West Virginia
1963  ,21029,West Virginia
1964  ,21666,West Virginia
1965  ,20560,West Virginia
1966  ,20101,West Virginia
1967  ,22471,West Virginia
1968  ,21573,West Virginia
1969  ,21430,West Virginia
1970  ,21152,West Virginia
1971  ,22281,West Virginia
1972  ,24771,West Virginia
1973  ,24229,West Virginia
1974  ,23779,West Virginia
1975  ,22798,West Virginia
1976  ,24758,West Virginia
1977  ,24320,West Virginia
1978  ,27252,West Virginia
1979  ,33875,West Virginia
1980  ,23421,West Virginia
1981  ,22022,West Virginia
1982  ,25803,West Virginia
1983  ,23389,West Virginia
1984  ,25619,West Virginia
1985  ,25050,West Virginia
1986  ,31416,West Virginia
1987  ,28499,West Virginia
1988  ,29016,West Virginia
1989  ,25599,West Virginia
1990  ,18512,West Virginia
1991  ,16399,West Virginia
1992  ,18470,West Virginia
1993  ,18459,West Virginia
1994  ,18699,West Virginia
1995  ,19453,West Virginia
1996  ,22037,West Virginia
1997  ,17582,West Virginia
1998  ,16211,West Virginia
1999  ,14808,West Virginia
2000  ,17379,West Virginia
2001  ,14725,West Virginia
2002  ,15137,West Virginia
2003  ,19809,West Virginia
2004  ,19228,West Virginia
2005  ,28331,West Virginia
2006  ,28268,West Virginia
2007  ,26006,West Virginia
2008  ,29247,West Virginia
2009  ,45048,West Virginia
2010  ,45978,West Virginia
2011  ,47220,West Virginia
2012  ,44878,West Virginia
2013  ,53863,West Virginia
2014  ,50019,West Virginia
2015  ,37953,West Virginia
2016  ,39714,West Virginia
2017  ,41831,West Virginia
1960  ,8174,Wyoming
1961  ,8273,Wyoming
1962  ,11746,Wyoming
1963  ,10641,Wyoming
1964  ,10613,Wyoming
1965  ,10793,Wyoming
1966  ,11106,Wyoming
1967  ,9641,Wyoming
1968  ,11560,Wyoming
1969  ,12992,Wyoming
1970  ,12129,Wyoming
1971  ,15331,Wyoming
1972  ,13492,Wyoming
1973  ,14024,Wyoming
1974  ,16196,Wyoming
1975  ,13226,Wyoming
1976  ,12547,Wyoming
1977  ,9937,Wyoming
1978  ,12774,Wyoming
1979  ,13906,Wyoming
1980  ,14250,Wyoming
1981  ,12117,Wyoming
1982  ,12241,Wyoming
1983  ,15778,Wyoming
1984  ,17197,Wyoming
1985  ,14997,Wyoming
1986  ,16232,Wyoming
1987  ,11117,Wyoming
1988  ,11398,Wyoming
1989  ,10449,Wyoming
1990  ,9451,Wyoming
1991  ,10494,Wyoming
1992  ,8786,Wyoming
1993  ,10208,Wyoming
1994  ,11936,Wyoming
1995  ,10703,Wyoming
1996  ,14832,Wyoming
1997  ,16423,Wyoming
1998  ,15921,Wyoming
1999  ,14339,Wyoming
2000  ,15236,Wyoming
2001  ,14909,Wyoming
2002  ,12630,Wyoming
2003  ,12064,Wyoming
2004  ,14434,Wyoming
2005  ,19105,Wyoming
2006  ,19351,Wyoming
2007  ,18322,Wyoming
2008  ,21703,Wyoming
2009  ,34009,Wyoming
2010  ,44696,Wyoming
2011  ,60191,Wyoming
2012  ,53505,Wyoming
2013  ,52908,Wyoming
2014  ,54028,Wyoming
2015  ,49730,Wyoming
2016  ,54591,Wyoming
2017  ,55968,Wyoming
